CustomerID,Recency,Frequency,Monetary,DistinctItems,AvgBasketSize,AvgBasketValue
13791.0,127,2,1516.0,7,600.0,758.0
13792.0,65,2,195.55,13,46.0,97.775
13798.0,0,57,37153.85,116,420.140350877193,651.8219298245614
13799.0,116,2,688.86,32,201.0,344.43
13800.0,309,1,558.32,33,331.0,558.32
13801.0,66,1,324.8,23,168.0,324.8
13802.0,138,3,4599.42,55,857.3333333333334,1533.14
13803.0,254,1,277.07,17,121.0,277.07
13804.0,30,7,2635.79,124,214.0,376.5414285714286
13805.0,51,2,924.5999999999999,10,950.0,462.29999999999995
13806.0,63,1,256.38,10,56.0,256.38
13807.0,366,1,112.6,7,36.0,112.6
13808.0,5,5,1747.66,70,156.4,349.53200000000004
13809.0,304,1,155.05,11,29.0,155.05
13810.0,28,3,1499.01,32,104.0,499.67
13811.0,183,3,814.5,7,22.666666666666668,271.5
13812.0,41,3,539.0,33,111.0,179.66666666666666
13813.0,39,4,1366.8600000000001,54,138.0,341.71500000000003
13814.0,91,2,1579.12,38,432.0,789.56
13815.0,21,4,4027.36,135,640.0,1006.84
13816.0,23,2,571.6700000000001,25,134.5,285.83500000000004
13817.0,28,2,382.98,20,105.5,191.49
13819.0,301,3,1140.35,26,369.6666666666667,380.1166666666666
13821.0,144,2,385.64,51,76.5,192.82
13822.0,5,2,632.0,90,305.5,316.0
13823.0,18,2,957.66,39,219.5,478.83
13824.0,32,5,1698.94,35,153.6,339.788
13826.0,175,1,189.5,10,82.0,189.5
13827.0,57,3,412.05,83,47.0,137.35
13828.0,21,1,209.49,15,311.0,209.49
13831.0,15,6,2202.99,59,124.16666666666667,367.16499999999996
13832.0,18,1,52.2,3,28.0,52.2
13833.0,158,1,384.8,28,118.0,384.8
13835.0,24,4,834.57,48,110.5,208.6425
13837.0,211,2,271.24,17,91.5,135.62
13838.0,5,4,691.73,144,65.75,172.9325
13841.0,252,1,85.0,1,100.0,85.0
13842.0,58,9,3385.62,155,196.44444444444446,376.18
13844.0,10,1,361.62,20,196.0,361.62
13845.0,64,1,312.98,9,182.0,312.98
13846.0,24,3,865.0600000000001,55,129.33333333333334,288.35333333333335
13848.0,91,3,1255.0,3,1233.3333333333333,418.3333333333333
13849.0,51,2,1537.95,97,508.0,768.975
13850.0,128,1,1595.48,93,944.0,1595.48
13851.0,95,3,2651.46,77,568.3333333333334,883.82
13853.0,56,1,1090.1399999999999,23,312.0,1090.1399999999999
13854.0,8,25,8109.5199999999995,39,91.84,324.38079999999997
13856.0,168,3,388.5,10,164.66666666666666,129.5
13858.0,56,1,216.17000000000002,11,75.0,216.17000000000002
13859.0,325,1,201.16,27,129.0,201.16
13860.0,0,5,1245.9,58,118.2,249.18
13862.0,17,8,2209.36,98,211.0,276.17
13863.0,247,1,305.78,20,224.0,305.78
13865.0,57,4,501.56,26,51.0,125.39
13866.0,73,1,145.67,7,57.0,145.67
13867.0,30,3,1015.29,51,171.0,338.43
13868.0,6,2,3192.54,32,982.0,1596.27
13869.0,122,4,3104.9500000000003,235,430.25,776.2375000000001
13870.0,1,8,2770.94,91,165.625,346.3675
13871.0,22,13,6403.25,160,215.84615384615384,492.5576923076923
13873.0,119,3,389.6,21,46.666666666666664,129.86666666666667
13874.0,357,1,540.45,18,180.0,540.45
13875.0,53,5,1786.79,82,263.2,357.358
13876.0,63,1,122.7,7,36.0,122.7
13877.0,85,1,117.24,3,108.0,117.24
13878.0,54,1,1281.53,35,475.0,1281.53
13880.0,20,13,3219.77,126,141.69230769230768,247.67461538461538
13881.0,3,20,17159.52,72,505.9,857.976
13882.0,2,5,1191.13,54,190.6,238.22600000000003
13883.0,10,5,2674.48,110,287.2,534.896
13884.0,6,5,787.6,47,60.0,157.52
13885.0,188,2,506.8,28,91.0,253.4
13886.0,70,1,243.56,16,126.0,243.56
13887.0,203,1,349.55,19,147.0,349.55
13888.0,119,2,605.63,38,129.0,302.815
13889.0,92,1,416.90000000000003,15,146.0,416.90000000000003
13890.0,0,10,1883.81,74,83.1,188.381
13892.0,26,4,632.97,26,245.75,158.2425
13893.0,297,1,821.1,21,190.0,821.1
13894.0,23,3,564.62,25,118.0,188.20666666666668
13895.0,27,4,2593.07,98,341.25,648.2675
13897.0,49,1,311.16,17,200.0,311.16
13898.0,325,1,155.93,12,133.0,155.93
13899.0,15,2,388.52,19,78.0,194.26
13900.0,182,3,740.95,42,143.33333333333334,246.98333333333335
13901.0,71,5,2867.2000000000003,144,347.8,573.44
13904.0,36,2,332.64,24,166.0,166.32
13908.0,79,4,2369.55,104,369.5,592.3875
13911.0,56,9,2580.91,120,303.44444444444446,286.7677777777778
13914.0,11,2,626.45,29,190.0,313.225
13917.0,49,2,272.04,16,114.0,136.02
13918.0,49,2,1212.8400000000001,30,570.0,606.4200000000001
13919.0,58,2,384.81,24,237.0,192.405
13922.0,351,1,172.25,7,93.0,172.25
13923.0,53,1,351.13,20,185.0,351.13
13924.0,1,6,1838.8500000000001,90,262.5,306.475
13925.0,92,4,678.25,28,82.75,169.5625
13926.0,22,1,223.85000000000002,11,104.0,223.85000000000002
13927.0,74,1,348.99,21,214.0,348.99
13928.0,10,4,464.57,23,32.25,116.1425
13929.0,168,2,842.65,8,71.5,421.325
13930.0,57,2,337.34,15,137.0,168.67
13931.0,95,2,1237.53,56,362.5,618.765
13932.0,294,1,307.4,16,72.0,307.4
13933.0,108,2,608.79,23,102.5,304.395
13934.0,263,1,922.1,31,390.0,922.1
13936.0,179,1,376.58,26,330.0,376.58
13937.0,168,1,158.85,9,123.0,158.85
13938.0,34,1,71.66,7,70.0,71.66
13939.0,22,3,568.55,43,282.3333333333333,189.51666666666665
13940.0,16,4,839.14,39,129.0,209.785
13941.0,21,5,5112.96,25,472.8,1022.592
13946.0,78,3,561.57,11,147.66666666666666,187.19000000000003
13947.0,64,1,90.60000000000001,5,44.0,90.60000000000001
13948.0,360,1,102.0,3,40.0,102.0
13949.0,2,6,2427.32,124,412.3333333333333,404.55333333333334
13950.0,10,4,745.0600000000001,33,80.75,186.26500000000001
13951.0,175,3,674.45,38,153.0,224.8166666666667
13952.0,217,2,3251.071,120,715.5,1625.5355
13953.0,6,7,3515.68,8,389.14285714285717,502.23999999999995
13954.0,1,2,439.92,24,75.0,219.96
13955.0,153,2,322.96,33,77.0,161.48
13956.0,4,5,1026.42,123,98.2,205.28400000000002
13959.0,78,3,598.2,79,119.0,199.4
13960.0,20,2,230.22,11,71.0,115.11
13962.0,21,2,169.54999999999998,11,43.5,84.77499999999999
13963.0,307,4,664.54,35,115.0,166.135
13967.0,145,1,80.7,2,42.0,80.7
13969.0,6,18,9053.94,339,252.33333333333334,502.99666666666667
13971.0,18,8,2758.26,118,230.5,344.7825
13972.0,70,2,190.25,15,93.5,95.125
13973.0,286,1,264.7,11,109.0,264.7
13974.0,48,1,413.59000000000003,28,249.0,413.59000000000003
13975.0,30,6,2526.28,241,288.6666666666667,421.0466666666667
13976.0,206,1,357.98,10,154.0,357.98
13978.0,14,2,196.79,14,157.5,98.395
13979.0,72,1,869.87,54,639.0,869.87
13980.0,59,1,200.14,11,172.0,200.14
13982.0,38,4,1871.81,72,284.0,467.9525
13983.0,29,12,2603.43,92,98.58333333333333,216.9525
13984.0,26,5,920.51,14,135.8,184.102
13985.0,3,15,7060.13,109,229.66666666666666,470.67533333333336
13986.0,16,1,320.46,12,430.0,320.46
13988.0,19,6,4147.96,188,507.3333333333333,691.3266666666667
13989.0,65,2,1266.08,33,656.5,633.04
13990.0,212,1,311.3,16,190.0,311.3
13991.0,11,6,855.97,59,166.33333333333334,142.66166666666666
13992.0,29,1,76.8,5,64.0,76.8
13993.0,42,9,3466.36,66,100.0,385.1511111111111
13994.0,3,6,2313.14,122,156.66666666666666,385.5233333333333
13995.0,14,5,1393.69,56,175.8,278.738
13999.0,9,12,3901.81,104,186.91666666666666,325.1508333333333
14000.0,210,1,635.66,15,710.0,635.66
14001.0,45,3,2043.0800000000002,34,320.6666666666667,681.0266666666668
14002.0,133,2,529.73,47,438.5,264.865
14004.0,42,7,4582.64,104,381.14285714285717,654.6628571428572
14005.0,9,5,2874.72,53,495.6,574.944
14006.0,115,3,962.19,23,213.66666666666666,320.73
14009.0,197,2,695.61,42,182.5,347.805
14012.0,277,1,328.8,11,160.0,328.8
14013.0,109,3,473.02,30,154.0,157.67333333333332
14014.0,76,1,505.18,39,1076.0,505.18
14015.0,52,1,917.34,20,378.0,917.34
14016.0,161,4,4341.21,154,531.25,1085.3025
14019.0,46,3,1421.6100000000001,38,345.6666666666667,473.87000000000006
14020.0,16,2,642.8,37,220.5,321.4
14021.0,154,3,631.9,22,64.0,210.63333333333333
14022.0,224,1,440.0,28,487.0,440.0
14023.0,6,2,584.07,30,172.5,292.035
14024.0,121,2,327.7,16,75.0,163.85
14027.0,60,1,104.82,6,62.0,104.82
14029.0,62,2,467.66,15,99.0,233.83
14030.0,17,8,2360.09,210,184.875,295.01125
14031.0,6,19,17286.86,119,304.63157894736844,909.8347368421053
14032.0,1,11,2975.59,56,184.72727272727272,270.5081818181818
14034.0,21,3,651.8199999999999,82,141.0,217.2733333333333
14035.0,28,5,1428.02,42,147.8,285.604
14036.0,284,1,626.65,38,268.0,626.65
14037.0,175,2,147.20000000000002,27,23.0,73.60000000000001
14038.0,77,3,1560.38,66,321.6666666666667,520.1266666666667
14039.0,32,1,152.2,6,92.0,152.2
14040.0,40,12,3614.92,149,129.5,301.24333333333334
14041.0,265,1,141.41,21,94.0,141.41
14044.0,26,4,652.82,167,77.0,163.205
14045.0,108,4,1659.75,4,133.75,414.9375
14046.0,283,1,154.99,14,460.0,154.99
14047.0,8,5,1308.6100000000001,22,76.2,261.72200000000004
14048.0,304,1,409.93,83,288.0,409.93
14049.0,16,4,5681.72,349,967.5,1420.43
14050.0,31,2,746.36,49,344.5,373.18
14051.0,0,23,15610.390000000001,54,163.30434782608697,678.7126086956522
14052.0,19,1,225.35999999999999,56,89.0,225.35999999999999
14053.0,123,2,260.25,2,107.5,130.125
14054.0,64,1,92.46000000000001,6,62.0,92.46000000000001
14055.0,105,1,725.6400000000001,10,216.0,725.6400000000001
14056.0,0,23,8214.65,331,185.7826086956522,357.1586956521739
14057.0,23,17,6217.96,180,286.8235294117647,365.76235294117646
14059.0,266,1,183.6,8,128.0,183.6
14060.0,4,19,6140.42,88,283.4736842105263,323.18
14062.0,9,12,10464.85,62,466.0833333333333,872.0708333333333
14064.0,28,5,1353.74,59,357.6,270.748
14066.0,266,1,152.55,7,45.0,152.55
14067.0,63,2,374.7,51,180.5,187.35
14068.0,319,1,265.85,22,73.0,265.85
14071.0,3,8,1438.82,271,124.375,179.8525
14073.0,31,1,151.04,13,130.0,151.04
14075.0,4,3,942.26,33,251.33333333333334,314.08666666666664
14076.0,128,1,122.47,43,81.0,122.47
14077.0,40,5,499.42,33,53.6,99.884
14078.0,101,6,1049.37,46,51.666666666666664,174.89499999999998
14079.0,124,1,375.1,12,301.0,375.1
14080.0,32,1,45.599999999999994,4,48.0,45.599999999999994
14081.0,301,2,934.52,126,298.0,467.26
14082.0,364,1,182.25,28,110.0,182.25
14083.0,3,9,1018.43,162,81.33333333333333,113.15888888888888
14085.0,1,18,4448.54,274,176.88888888888889,247.14111111111112
14087.0,2,1,194.42,61,251.0,194.42
14088.0,9,13,50491.81,381,974.2307692307693,3883.9853846153846
14089.0,56,1,161.0,13,134.0,161.0
14090.0,324,1,76.32000000000001,1,72.0,76.32000000000001
14092.0,7,14,4076.9100000000003,117,147.57142857142858,291.20785714285716
14093.0,11,1,442.85,95,406.0,442.85
14096.0,3,17,65164.79,1129,961.8823529411765,3833.2229411764706
14098.0,36,1,147.35,21,104.0,147.35
14099.0,15,11,3104.17,169,198.0909090909091,282.1972727272727
14100.0,137,1,194.9,24,64.0,194.9
14101.0,73,6,5976.79,16,1157.0,996.1316666666667
14102.0,4,5,1360.28,35,192.2,272.056
14104.0,154,2,216.21,21,36.0,108.105
14105.0,238,1,1266.23,74,800.0,1266.23
14107.0,51,7,2703.23,61,256.14285714285717,386.17571428571426
14108.0,30,2,597.91,33,190.5,298.955
14109.0,72,1,144.2,9,88.0,144.2
14110.0,3,12,5683.15,94,203.75,473.5958333333333
14111.0,13,4,692.85,10,114.5,173.2125
14112.0,22,7,2915.15,120,235.85714285714286,416.45
14113.0,3,4,1840.42,26,186.25,460.105
14114.0,273,2,386.53,15,50.5,193.265
14116.0,19,5,1382.74,61,141.4,276.548
14117.0,143,1,90.0,3,72.0,90.0
14121.0,3,4,2780.15,148,520.5,695.0375
14124.0,83,1,419.58,4,1618.0,419.58
14125.0,10,3,2740.43,159,546.6666666666666,913.4766666666666
14126.0,7,3,706.1300000000001,14,169.33333333333334,235.3766666666667
14127.0,122,3,709.71,39,107.0,236.57000000000002
14128.0,60,2,637.5,40,282.0,318.75
14129.0,1,5,1123.8600000000001,35,118.4,224.77200000000002
14130.0,318,1,483.86,66,258.0,483.86
14132.0,1,11,3586.03,99,306.1818181818182,326.00272727272727
14133.0,129,3,605.64,26,116.0,201.88
14135.0,1,15,4690.31,96,256.6666666666667,312.68733333333336
14138.0,1,2,982.38,40,305.0,491.19
14139.0,45,1,415.82,26,510.0,415.82
14140.0,3,2,935.05,60,405.5,467.525
14141.0,2,4,915.13,27,88.75,228.7825
14142.0,372,1,311.81,22,313.0,311.81
14143.0,133,1,115.8,7,30.0,115.8
14145.0,46,4,3742.2,6,189.0,935.55
14146.0,8,5,4191.0,184,487.4,838.2
14147.0,77,2,483.4,4,54.0,241.7
14148.0,233,1,157.2,3,16.0,157.2
14149.0,220,1,446.62,28,218.0,446.62
14150.0,35,2,658.64,23,248.0,329.32
14152.0,74,2,621.29,47,355.5,310.645
14154.0,238,2,1345.62,52,232.5,672.81
14155.0,265,1,118.75,6,25.0,118.75
14156.0,9,55,117379.63,730,1052.4545454545455,2134.175090909091
14157.0,19,2,432.88,45,142.0,216.44
14158.0,39,1,507.65999999999997,41,781.0,507.65999999999997
14159.0,19,11,4693.01,507,400.72727272727275,426.6372727272728
14161.0,215,3,1110.52,87,151.66666666666666,370.17333333333335
14162.0,173,2,289.36,25,71.0,144.68
14163.0,86,4,2445.91,36,223.25,611.4775
14164.0,70,2,1631.77,28,516.5,815.885
14165.0,275,1,122.53999999999999,23,54.0,122.53999999999999
14167.0,38,4,574.84,27,37.5,143.71
14171.0,97,1,363.79,57,167.0,363.79
14173.0,10,4,450.84,28,37.5,112.71
14174.0,32,1,134.46,26,94.0,134.46
14175.0,59,3,3222.3,139,505.0,1074.1000000000001
14176.0,296,4,576.9000000000001,28,52.25,144.22500000000002
14177.0,85,4,559.41,37,51.25,139.8525
14178.0,8,7,1620.93,191,215.0,231.5614285714286
14179.0,40,2,719.78,135,165.0,359.89
14180.0,10,25,4748.52,111,28.76,189.94080000000002
14184.0,66,1,452.89,24,127.0,452.89
14185.0,330,1,197.65,3,6.0,197.65
14188.0,30,6,2054.36,36,193.66666666666666,342.3933333333334
14189.0,1,15,4654.08,177,262.46666666666664,310.272
14191.0,1,13,4684.76,145,281.6923076923077,360.36615384615385
14193.0,67,2,853.39,35,222.5,426.695
14194.0,4,21,11349.52,274,278.0952380952381,540.4533333333334
14195.0,201,2,1012.0,7,380.0,506.0
14196.0,106,1,335.52,6,142.0,335.52
14198.0,17,4,701.4,36,72.5,175.35
14199.0,217,1,185.39999999999998,2,28.0,185.39999999999998
14201.0,59,7,747.44,32,84.28571428571429,106.77714285714286
14204.0,1,1,161.03,36,82.0,161.03
14205.0,16,2,466.7,23,102.0,233.35
14206.0,238,1,328.15999999999997,20,276.0,328.15999999999997
14208.0,94,1,151.74,10,114.0,151.74
14209.0,10,6,2073.43,56,115.16666666666667,345.57166666666666
14210.0,105,6,1905.8400000000001,65,126.66666666666667,317.64000000000004
14211.0,52,9,2241.1,87,138.0,249.0111111111111
14212.0,89,1,1070.48,9,1152.0,1070.48
14214.0,30,5,1004.38,64,150.2,200.876
14215.0,11,6,1789.72,98,226.33333333333334,298.2866666666667
14216.0,2,4,1839.3,47,148.5,459.825
14217.0,1,17,2004.98,78,40.529411764705884,117.94
14218.0,42,1,169.48000000000002,12,160.0,169.48000000000002
14219.0,3,1,89.94,7,78.0,89.94
14220.0,246,2,632.4000000000001,21,136.0,316.20000000000005
14221.0,41,9,3432.8,123,243.44444444444446,381.4222222222222
14222.0,176,1,683.17,41,607.0,683.17
14223.0,91,3,991.13,50,195.0,330.37666666666667
14224.0,109,4,1050.1200000000001,105,128.5,262.53000000000003
14226.0,28,5,2232.19,64,261.6,446.438
14227.0,25,10,3350.96,118,182.0,335.096
14229.0,51,3,1547.2,29,203.33333333333334,515.7333333333333
14231.0,183,3,925.71,47,136.33333333333334,308.57
14232.0,42,5,2048.07,81,388.2,409.61400000000003
14233.0,48,4,1462.72,30,170.0,365.68
14234.0,21,4,775.46,122,240.75,193.865
14235.0,74,5,3144.86,66,391.8,628.972
14236.0,80,2,490.86,15,155.0,245.43
14237.0,372,1,161.0,9,38.0,161.0
14238.0,325,1,146.85,8,111.0,146.85
14239.0,42,11,2380.85,83,90.27272727272727,216.4409090909091
14240.0,29,2,890.34,38,209.0,445.17
14241.0,183,1,213.70000000000002,10,146.0,213.70000000000002
14242.0,234,2,280.55,13,61.5,140.275
14243.0,8,10,2588.77,99,122.1,258.877
14245.0,219,2,1693.45,107,488.0,846.725
14246.0,110,3,1474.06,57,268.0,491.3533333333333
14247.0,277,1,136.77,19,47.0,136.77
14248.0,317,1,302.58,8,102.0,302.58
14250.0,6,3,1904.05,94,400.0,634.6833333333333
14251.0,1,5,2879.7000000000003,37,334.8,575.94
14256.0,259,2,969.0600000000001,51,207.0,484.53000000000003
14257.0,63,5,3099.7200000000003,88,336.4,619.9440000000001
14258.0,8,9,12669.98,59,788.8888888888889,1407.7755555555555
14259.0,141,1,120.0,5,68.0,120.0
14261.0,50,2,1163.45,52,203.0,581.725
14262.0,7,8,2618.23,88,205.625,327.27875
14264.0,154,2,333.97,15,35.0,166.985
14265.0,108,2,530.18,31,165.0,265.09
14267.0,162,3,1516.24,25,176.66666666666666,505.41333333333336
14270.0,331,1,492.65000000000003,29,197.0,492.65000000000003
14271.0,225,1,112.32000000000001,10,88.0,112.32000000000001
14272.0,73,2,437.96,33,299.5,218.98
14273.0,50,4,559.97,22,66.0,139.9925
14276.0,98,3,1119.74,55,248.0,373.24666666666667
14277.0,14,3,4216.2,195,661.3333333333334,1405.3999999999999
14280.0,196,1,134.04,8,52.0,134.04
14282.0,2,15,3729.34,73,177.86666666666667,248.62266666666667
14284.0,30,2,595.25,24,80.5,297.625
14285.0,20,4,1910.01,18,135.25,477.5025
14286.0,23,3,4628.75,221,1446.0,1542.9166666666667
14287.0,7,3,176.63,9,87.0,58.876666666666665
14288.0,212,1,426.6,16,188.0,426.6
14289.0,8,6,911.26,34,48.666666666666664,151.87666666666667
14290.0,10,5,2314.65,89,183.0,462.93
14291.0,1,11,3883.25,145,249.9090909090909,353.02272727272725
14292.0,7,9,4871.93,65,184.77777777777777,541.3255555555556
14293.0,2,4,1046.56,52,177.25,261.64
14295.0,39,1,166.20000000000002,5,84.0,166.20000000000002
14297.0,17,4,1305.33,48,216.25,326.3325
14298.0,7,44,51527.3,891,1325.9772727272727,1171.075
14299.0,7,9,3965.62,95,238.77777777777777,440.6244444444444
14300.0,18,1,43.2,3,32.0,43.2
14301.0,116,1,640.14,13,606.0,640.14
14304.0,222,1,383.45,17,139.0,383.45
14305.0,70,3,1858.96,96,363.0,619.6533333333333
14306.0,50,2,2093.32,33,537.5,1046.66
14307.0,88,6,2995.7200000000003,150,343.0,499.2866666666667
14309.0,7,9,2352.53,74,181.44444444444446,261.39222222222224
14311.0,242,1,310.26,20,146.0,310.26
14312.0,46,6,1611.5900000000001,74,168.66666666666666,268.59833333333336
14314.0,106,1,120.0,8,296.0,120.0
14315.0,44,6,2481.13,64,170.16666666666666,413.5216666666667
14317.0,64,1,508.58,24,255.0,508.58
14320.0,206,2,477.79,29,162.5,238.895
14321.0,10,5,1530.75,111,481.2,306.15
14323.0,114,2,605.0600000000001,32,175.0,302.53000000000003
14326.0,241,1,183.85,8,103.0,183.85
14327.0,162,1,311.65000000000003,12,139.0,311.65000000000003
14329.0,16,7,5014.84,220,442.14285714285717,716.4057142857143
14331.0,123,2,462.66,27,126.0,231.33
14332.0,22,3,866.3100000000001,22,160.33333333333334,288.77000000000004
14333.0,67,1,415.2,15,58.0,415.2
14334.0,16,8,2552.21,99,216.375,319.02625
14335.0,15,2,468.26,55,189.5,234.13
14336.0,16,4,1614.91,77,439.75,403.7275
14338.0,160,2,588.22,30,167.5,294.11
14339.0,242,1,309.52000000000004,14,168.0,309.52000000000004
14340.0,218,1,134.7,6,58.0,134.7
14341.0,44,8,2182.28,109,175.375,272.785
14342.0,20,4,668.5600000000001,18,86.75,167.14000000000001
14344.0,126,8,889.9300000000001,56,59.625,111.24125000000001
14345.0,38,1,108.98,6,50.0,108.98
14346.0,120,2,1021.58,55,302.5,510.79
14348.0,259,1,409.57,18,183.0,409.57
14349.0,9,1,133.5,31,86.0,133.5
14350.0,273,1,282.93,18,183.0,282.93
14351.0,164,1,51.0,1,12.0,51.0
14352.0,156,4,1078.96,44,134.5,269.74
14353.0,214,1,90.6,6,64.0,90.6
14354.0,5,2,163.62,9,105.0,81.81
14355.0,365,1,174.4,11,92.0,174.4
14356.0,79,2,701.23,33,138.5,350.615
14357.0,42,1,225.77,39,148.0,225.77
14359.0,18,3,912.1800000000001,44,123.66666666666667,304.06
14360.0,31,4,2128.23,104,287.75,532.0575
14362.0,21,1,161.2,37,100.0,161.2
14364.0,108,8,3717.35,62,245.875,464.66875
14367.0,7,16,9261.52,272,277.375,578.845
14368.0,319,1,155.0,8,36.0,155.0
14371.0,294,1,100.5,4,34.0,100.5
14373.0,357,1,76.55,4,17.0,76.55
14375.0,184,1,257.68,57,194.0,257.68
14377.0,190,2,617.05,11,109.5,308.525
14379.0,43,2,348.1,40,146.0,174.05
14381.0,51,1,202.68,56,146.0,202.68
14382.0,25,1,626.07,121,1237.0,626.07
14383.0,37,3,1247.69,49,272.3333333333333,415.8966666666667
14385.0,8,3,202.10999999999999,13,53.0,67.36999999999999
14386.0,296,1,142.4,7,54.0,142.4
14387.0,32,3,1770.56,125,273.0,590.1866666666666
14388.0,9,8,3212.84,126,242.625,401.605
14389.0,64,2,1043.46,33,364.5,521.73
14390.0,9,9,4652.82,140,237.33333333333334,516.98
14393.0,217,1,67.95,5,13.0,67.95
14395.0,1,9,3507.71,184,188.11111111111111,389.74555555555554
14396.0,64,2,487.99,71,112.5,243.995
14397.0,2,19,2612.96,18,99.47368421052632,137.52421052631578
14400.0,148,1,574.7,25,454.0,574.7
14401.0,3,13,4051.48,114,346.6923076923077,311.6523076923077
14403.0,129,4,1475.81,17,129.75,368.9525
14404.0,33,6,1474.32,70,139.83333333333334,245.72
14406.0,118,1,156.75,8,77.0,156.75
14407.0,106,6,2157.73,67,235.83333333333334,359.62166666666667
14408.0,10,7,2606.53,61,230.85714285714286,372.3614285714286
14409.0,70,6,2059.4500000000003,40,205.0,343.24166666666673
14410.0,91,9,1105.07,153,63.44444444444444,122.78555555555555
14411.0,310,1,1063.0,14,196.0,1063.0
14412.0,42,2,770.03,43,393.0,385.015
14413.0,361,1,122.7,22,68.0,122.7
14414.0,91,7,1496.98,79,358.85714285714283,213.8542857142857
14415.0,0,13,5900.28,288,231.6153846153846,453.86769230769227
14416.0,21,2,490.22,13,163.0,245.11
14418.0,3,3,1937.25,114,570.3333333333334,645.75
14419.0,10,6,1058.06,112,81.16666666666667,176.34333333333333
14420.0,98,1,387.52,29,334.0,387.52
14421.0,56,2,813.11,25,182.5,406.555
14422.0,0,6,4263.64,189,484.3333333333333,710.6066666666667
14423.0,217,1,265.2,3,120.0,265.2
14424.0,17,1,322.08,1,48.0,322.08
14426.0,23,10,4481.67,183,269.9,448.16700000000003
14427.0,49,2,363.34000000000003,16,114.0,181.67000000000002
14428.0,6,5,1244.83,108,87.2,248.96599999999998
14431.0,302,1,470.36,17,130.0,470.36
14432.0,9,6,2255.51,256,345.0,375.91833333333335
14434.0,21,6,1372.8,3,61.333333333333336,228.79999999999998
14436.0,98,1,89.06,9,129.0,89.06
14437.0,365,1,63.0,5,60.0,63.0
14438.0,305,1,131.9,9,82.0,131.9
14439.0,319,1,2661.24,32,526.0,2661.24
14440.0,7,5,2357.68,34,117.6,471.53599999999994
14441.0,0,4,1712.89,43,111.5,428.2225
14442.0,204,2,1589.82,58,241.0,794.91
14443.0,53,4,1420.2,84,234.5,355.05
14446.0,0,4,1039.58,236,233.25,259.895
14447.0,18,5,1163.23,59,114.2,232.64600000000002
14448.0,8,2,375.35,20,52.0,187.675
14449.0,18,4,907.1,203,189.25,226.775
14450.0,180,3,483.25,32,80.33333333333333,161.08333333333334
14451.0,59,2,662.59,86,194.5,331.295
14452.0,10,2,264.44,55,59.5,132.22
14453.0,189,1,119.93,22,49.0,119.93
14456.0,4,9,3062.4,582,323.1111111111111,340.26666666666665
14457.0,310,1,113.64,4,88.0,113.64
14459.0,154,1,1837.92,37,760.0,1837.92
14460.0,109,3,434.34,14,293.6666666666667,144.78
14461.0,147,3,2103.06,173,255.33333333333334,701.02
14462.0,65,11,2004.02,150,87.63636363636364,182.18363636363637
14463.0,97,3,529.62,6,59.666666666666664,176.54
14465.0,246,3,1058.6200000000001,107,135.0,352.8733333333334
14466.0,28,7,2272.4,37,143.71428571428572,324.62857142857143
14467.0,17,4,598.76,67,69.5,149.69
14470.0,11,2,461.19,43,96.5,230.595
14472.0,103,8,1936.84,153,145.0,242.105
14473.0,73,2,234.34,7,44.0,117.17
14474.0,45,1,547.66,29,140.0,547.66
14475.0,71,3,925.85,35,149.0,308.6166666666667
14476.0,256,1,215.7,17,132.0,215.7
14477.0,19,4,1309.6,7,180.0,327.4
14479.0,253,2,316.25,18,58.5,158.125
14480.0,10,1,279.05,13,143.0,279.05
14481.0,164,2,636.51,25,244.5,318.255
14482.0,17,6,2068.15,110,274.3333333333333,344.69166666666666
14483.0,281,1,137.1,9,97.0,137.1
14484.0,49,1,321.92,14,210.0,321.92
14485.0,38,1,165.75,44,71.0,165.75
14487.0,26,6,1196.33,112,122.5,199.38833333333332
14488.0,67,1,1064.28,46,799.0,1064.28
14489.0,206,1,463.38,30,299.0,463.38
14491.0,174,2,340.93,17,69.5,170.465
14493.0,6,5,2383.2400000000002,95,257.0,476.648
14494.0,25,1,139.56,7,92.0,139.56
14495.0,50,2,123.80000000000001,6,31.0,61.900000000000006
14496.0,311,2,538.8100000000001,16,79.5,269.40500000000003
14497.0,308,1,475.37,29,235.0,475.37
14498.0,42,5,1957.32,161,219.6,391.464
14499.0,25,3,815.32,147,167.0,271.77333333333337
14500.0,87,3,356.85,6,39.0,118.95
14501.0,183,2,251.21,9,80.5,125.605
14502.0,19,11,2470.67,369,136.1818181818182,224.60636363636365
14503.0,2,6,3543.26,113,334.0,590.5433333333334
14504.0,46,4,673.26,85,77.0,168.315
14505.0,16,8,5905.64,543,344.875,738.205
14506.0,16,5,2012.17,205,146.0,402.434
14507.0,23,6,1383.18,79,100.0,230.53
14508.0,21,2,276.42,52,65.5,138.21
14511.0,10,5,1314.81,54,156.8,262.962
14512.0,187,2,275.28,19,61.0,137.64
14513.0,100,3,455.59000000000003,11,120.33333333333333,151.86333333333334
14514.0,60,3,1055.35,65,196.33333333333334,351.7833333333333
14515.0,17,6,2102.09,69,189.0,350.34833333333336
14517.0,32,2,330.45,17,45.5,165.225
14518.0,63,1,174.37,16,278.0,174.37
14520.0,1,2,270.6,3,73.0,135.3
14522.0,23,4,974.54,16,131.25,243.635
14523.0,107,1,241.09,12,251.0,241.09
